Date of Birth;Gender;Marital Status;Number of Dependents;Occupation;Income;Education Level;Customer Tenure;Customer Segment;Preferred Communication Channel;Credit Score;Credit History Length;Outstanding Loans;Churn Flag;Churn Reason;Churn Date;Balance;NumOfProducts;NumComplaints
1959/06/12;Male;Single;5;Doctor, general practice;91778.11;High School;30;Retail;Phone;776;6;44436.09;0;;;117241.01;5;3
1979/06/16;Female;Divorced;3;Wellsite geologist;51884.82;Diploma;11;Corporate;Email;467;27;12409.83;0;;;34536.22;2;2
1994/09/25;Female;Divorced;2;Administrator, local government;33192.81;Master's;24;SME;Phone;387;10;8288.73;0;;;23661.21;5;1
1956/02/15;Female;Married;5;Contractor;68345.47;Master's;8;SME;Phone;667;14;28929.51;0;;;128325.22;2;2
1975/09/19;Female;Married;1;Architect;82536.77;High School;3;Corporate;Phone;308;14;23612.85;0;;;72898.03;4;2
1967/02/17;Male;Single;2;Health promotion specialist;96463.16;Diploma;12;Retail;Email;496;24;48376.53;0;;;178385.6;4;4
1958/08/02;Female;Married;5;Field trials officer;75613.1;Bachelor's;25;SME;Phone;438;1;16053.18;0;;;176564.04;2;5
1977/05/02;Male;Married;4;Armed forces technical officer;58111.15;Master's;10;SME;Phone;526;9;18915.6;0;;;244334.18;3;4
2001/02/23;Female;Divorced;3;Personnel officer;42611.55;Bachelor's;9;Corporate;Email;660;10;2945.63;0;;;57129.88;5;9
1979/06/17;Female;Divorced;4;Youth worker;65199.86;Bachelor's;23;Corporate;Email;742;17;44290.6;0;;;237804.97;1;9
1964/05/18;Female;Married;4;Animal technologist;99208.86;Diploma;5;SME;Phone;326;15;47874.3;1;Relocation;2024/08/05;31351.36;2;9
1985/07/18;Male;Married;1;Research scientist (maths);63334.35;Master's;10;SME;Phone;834;12;1783.69;0;;;16608.17;4;6
1986/03/10;Female;Married;1;Surveyor, rural practice;66321.18;Diploma;7;SME;Phone;826;5;5115.11;0;;;200880.61;4;3
1966/05/05;Male;Divorced;1;Fisheries officer;90079.46;High School;26;Corporate;Phone;644;8;44803.28;0;;;81976.28;1;8
2003/11/03;Male;Single;1;Tax inspector;93013.19;High School;23;SME;Phone;354;2;23236.85;0;;;166292.36;4;5
1968/03/27;Male;Married;3;Editor, commissioning;23374.61;High School;29;Retail;Email;669;3;17020.59;0;;;220026.89;2;9
2000/06/12;Male;Divorced;1;Medical technical officer;24382.56;Diploma;14;SME;Email;756;3;23618.89;0;;;111860.41;5;6
2003/09/01;Female;Single;0;Engineer, maintenance;48970.65;Diploma;12;SME;Email;336;10;9508.43;0;;;234167.29;5;4
2003/09/09;Female;Married;5;Psychologist, clinical;80166.51;High School;6;Corporate;Email;569;19;6927.05;0;;;232404.4;5;8
1983/05/06;Male;Single;1;Engineer, manufacturing systems;70974.05;High School;23;SME;Phone;528;1;32514.63;0;;;36950.46;3;0
1956/10/16;Male;Single;3;Journalist, magazine;97974.64;Bachelor's;14;SME;Email;573;29;29559.84;0;;;109946.04;3;7
2004/11/15;Female;Single;5;Civil Service fast streamer;89387.87;Diploma;2;Retail;Email;373;8;25939.78;0;;;177368.42;4;9
1998/07/22;Male;Married;1;Freight forwarder;85622.46;Bachelor's;27;Corporate;Phone;772;29;40086.81;0;;;34079.86;5;6
1958/03/28;Male;Single;4;Industrial/product designer;11150.59;Master's;25;Retail;Email;786;12;11217.25;0;;;145427.05;1;3
1960/04/01;Male;Married;3;Designer, ceramics/pottery;28787.53;Master's;3;Corporate;Phone;373;22;17785.16;1;Account Closure;2024/03/05;55237.5;1;7
1997/03/24;Female;Divorced;0;Emergency planning/management officer;91336.39;Diploma;9;Retail;Email;380;1;3812.17;0;;;204469.48;1;0
1991/07/11;Male;Divorced;3;Hydrologist;18878.38;Diploma;21;SME;Phone;513;6;15779.61;0;;;121056.42;4;7
1979/11/18;Female;Married;2;Careers information officer;97699.94;Diploma;11;Corporate;Phone;654;17;15449.95;0;;;232337.53;2;8
1986/07/16;Female;Single;0;Writer;14408.42;Bachelor's;18;SME;Email;365;29;45047.04;0;;;112367.38;4;2
1949/06/18;Male;Divorced;1;Tourism officer;8143.45;Bachelor's;6;Retail;Email;442;2;19975.08;1;Account Closure;2024/05/12;37861.55;2;4
1993/02/12;Male;Married;3;Clinical scientist, histocompatibility and immunogenetics;72936.82;Diploma;1;SME;Email;753;23;8845.74;0;;;82739.05;4;3
1955/04/17;Male;Single;4;Horticultural consultant;73231.22;Diploma;7;Corporate;Email;323;14;18054.71;1;Relocation;2024/01/05;45194.65;2;8
1979/10/17;Female;Divorced;0;Archivist;12979.23;High School;19;Corporate;Phone;519;25;3286.71;0;;;195239.21;4;2
1978/12/11;Female;Married;4;Chartered loss adjuster;72635.44;High School;7;Corporate;Email;799;8;41214.6;0;;;235370.94;3;0
1982/01/23;Male;Married;4;Computer games developer;96571.38;Master's;23;Retail;Phone;566;1;14471.11;0;;;207515.66;5;0
1980/08/25;Female;Married;0;Buyer, retail;70984.25;Master's;7;Corporate;Email;647;28;8755.21;1;Better Offers Elsewhere;2024/06/22;9914.34;2;5
1954/03/26;Female;Married;1;Writer;9501.46;Bachelor's;16;SME;Email;574;5;9965.36;0;;;92607.9;3;3
1961/09/22;Male;Single;5;Immunologist;77766.73;Bachelor's;6;Corporate;Phone;792;28;8648.16;0;;;183106.11;3;7
1994/02/02;Female;Divorced;0;Psychotherapist;15048.83;Bachelor's;18;Corporate;Phone;329;13;20720.99;1;Better Offers Elsewhere;2024/01/03;48818.17;1;7
1972/09/24;Female;Divorced;1;Engineer, electrical;22810.8;High School;25;SME;Phone;303;26;38779.19;0;;;162195.75;5;9
1950/05/29;Male;Single;5;Programmer, systems;82711.49;High School;5;SME;Email;605;9;44644.33;0;;;194364.75;4;10
1968/10/15;Female;Married;0;Health physicist;62072.9;Bachelor's;8;Retail;Phone;390;16;2723.44;1;Better Offers Elsewhere;2024/06/03;14683.72;4;4
1995/06/04;Male;Single;3;Chemical engineer;83378.48;Bachelor's;11;Corporate;Phone;704;21;32988.66;0;;;239504.52;1;10
1982/02/15;Male;Divorced;3;Photographer;53971.44;High School;28;Retail;Phone;799;21;25791.49;0;;;189322.79;4;0
1974/03/18;Male;Single;0;Barrister;40321.8;High School;21;Corporate;Email;598;16;31980.86;0;;;86685.73;4;1
1974/03/11;Female;Divorced;3;Regulatory affairs officer;24466.67;High School;10;Corporate;Email;743;19;12289.97;1;Service Issues;2024/06/07;6047.21;1;8
1971/03/13;Female;Single;5;Audiological scientist;79456.86;Master's;3;Corporate;Email;328;10;38477.92;1;Better Offers Elsewhere;2024/08/06;43727.46;1;6
1951/08/10;Female;Divorced;4;Medical sales representative;76273.19;High School;17;Retail;Phone;674;28;47750.77;0;;;132645.77;5;1
1983/10/08;Female;Married;1;Financial planner;98021.98;Diploma;2;Corporate;Email;533;1;45750.09;0;;;126094.58;3;8
1976/01/21;Male;Single;5;Cartographer;85413.05;Diploma;16;SME;Email;485;10;21476.79;0;;;46813.1;5;1
1980/11/28;Male;Single;2;Counsellor;15979.77;Master's;13;SME;Email;694;20;38026.68;0;;;112485.73;5;3
1994/04/26;Male;Divorced;0;Medical secretary;12875.22;Master's;28;Retail;Email;604;29;48851.83;0;;;43830.05;2;1
1975/12/05;Female;Married;0;Phytotherapist;60618.56;Master's;26;Corporate;Phone;846;22;23804.43;0;;;79160.07;5;4
1969/11/03;Female;Married;0;Building control surveyor;49120.14;Bachelor's;18;SME;Phone;330;10;20734.84;0;;;123711.54;5;0
1966/10/20;Male;Married;4;Clinical embryologist;59524.56;Master's;23;Corporate;Phone;676;12;47627.71;0;;;178844.25;1;8
1988/10/17;Female;Single;4;Journalist, newspaper;14235.76;Diploma;24;Retail;Phone;706;12;3485.81;0;;;78982.29;2;6
1984/09/09;Female;Single;4;Visual merchandiser;91777.9;Bachelor's;20;Corporate;Email;721;20;32601.23;0;;;243549.23;2;3
1994/08/03;Female;Divorced;3;Wellsite geologist;5500.36;Bachelor's;22;SME;Phone;363;4;19529.46;0;;;159819.14;2;8
1957/11/12;Male;Married;3;Press sub;12775.27;High School;24;SME;Phone;315;27;31216.37;0;;;177631.51;1;8
1983/04/13;Male;Married;3;Legal secretary;72524.08;Diploma;22;SME;Email;375;15;12405.06;0;;;160576.84;5;0
1955/12/28;Male;Married;0;Clinical psychologist;40601.19;Diploma;28;Corporate;Email;625;18;35355.41;0;;;13990.02;3;3
1992/04/04;Male;Single;3;Manufacturing systems engineer;87118.49;Master's;15;SME;Email;495;19;1109.18;0;;;184589.74;4;0
1949/12/13;Male;Single;3;Production designer, theatre/television/film;46561.65;Diploma;5;Corporate;Email;303;25;19983.19;1;Better Offers Elsewhere;2024/02/11;82464.76;1;5
1971/05/31;Female;Single;3;Phytotherapist;29816.09;High School;4;Corporate;Phone;713;19;40127.12;0;;;216303.03;5;5
1964/11/15;Male;Single;4;Broadcast journalist;67495.14;Bachelor's;17;SME;Phone;329;24;37962.47;0;;;75631.43;3;5
1960/11/14;Male;Married;1;Academic librarian;34865.49;High School;4;Retail;Email;393;25;19801.57;0;;;32973.07;3;0
1970/03/20;Male;Married;3;Warden/ranger;86135.1;Bachelor's;30;Retail;Phone;777;12;34384.34;0;;;70056.76;4;3
1966/01/04;Female;Married;2;Associate Professor;90038.53;Master's;16;SME;Phone;345;8;33036.63;0;;;202700.68;1;9
2004/09/02;Male;Divorced;3;Veterinary surgeon;28124.39;Master's;4;Retail;Email;487;17;37507.67;0;;;148912.16;4;1
1978/12/08;Male;Married;0;Trade mark attorney;46903.05;High School;13;Corporate;Phone;534;27;28437.65;0;;;18983.04;4;1
1975/07/26;Male;Divorced;2;Solicitor;43018.72;High School;2;Retail;Email;604;11;25616.81;0;;;110107.54;1;9
2000/12/28;Female;Divorced;5;Office manager;95453.02;Master's;6;SME;Email;483;8;14352.02;0;;;21365.07;5;1
1971/06/04;Male;Divorced;3;Advertising art director;41479.2;Bachelor's;8;Corporate;Email;801;21;15613.89;0;;;90090.82;2;1
1965/09/29;Female;Single;2;Education officer, community;39390.91;High School;6;SME;Email;652;5;28386.84;0;;;77113.83;3;10
1972/09/11;Male;Married;1;Primary school teacher;7797.61;High School;8;Corporate;Phone;555;6;14282.18;1;Relocation;2024/08/02;9784.43;4;6
1976/09/20;Female;Married;3;Quarry manager;66723.77;Bachelor's;26;Retail;Email;421;25;45619.29;0;;;92761.69;2;8
1988/05/08;Female;Single;3;Marine scientist;75678.43;High School;18;SME;Phone;661;12;34087.59;0;;;205584.38;1;1
1972/04/23;Male;Married;0;Scientist, research (life sciences);49195.02;High School;2;Corporate;Phone;822;2;35970.06;0;;;223979.93;3;4
1975/10/23;Male;Divorced;1;Hydrographic surveyor;89032.65;Diploma;28;Corporate;Email;513;29;43938.25;0;;;83899.36;2;2
2005/01/02;Male;Single;5;Surveyor, building control;39388.38;High School;17;SME;Phone;761;30;39591.58;0;;;146218.63;1;2
1975/04/15;Female;Divorced;2;Trade mark attorney;71432.35;Master's;28;Corporate;Phone;758;20;16046.02;0;;;75518.11;5;7
1991/05/11;Male;Single;1;Marine scientist;33271.98;Bachelor's;3;Corporate;Email;552;19;21756.18;0;;;219502.84;1;8
1951/08/07;Female;Single;1;Information officer;28139.55;Master's;16;SME;Phone;417;24;37592.62;0;;;108556.06;4;4
1950/02/01;Female;Divorced;2;Midwife;57261.29;Bachelor's;12;Retail;Email;667;16;40038.45;0;;;194516.81;1;6
1992/01/30;Male;Divorced;2;Clinical psychologist;9864.3;Bachelor's;29;SME;Phone;355;23;29460.33;1;Better Offers Elsewhere;2024/07/21;5952.01;4;2
1994/03/09;Male;Single;4;Clinical molecular geneticist;94851.81;High School;15;SME;Phone;585;28;31991.77;0;;;136337.9;5;0
1992/11/23;Female;Single;2;Psychologist, clinical;6154.96;Bachelor's;1;SME;Phone;313;1;3872.25;0;;;202941.77;2;7
1992/05/15;Female;Divorced;3;Records manager;79426.24;Master's;3;Corporate;Phone;327;27;39830.14;1;Better Offers Elsewhere;2024/01/30;29765.98;2;5
1987/02/01;Male;Single;4;Commercial/residential surveyor;62757.94;Master's;24;SME;Phone;391;29;10829.72;1;Service Issues;2024/05/20;4063.86;3;7
1976/11/19;Male;Divorced;3;Surveyor, mining;24789.1;High School;1;Retail;Phone;494;20;26593.3;0;;;167217.22;2;5
1971/05/12;Male;Single;5;Adult guidance worker;88182.5;Master's;11;SME;Email;731;8;26514.47;0;;;85354.65;1;6
1997/12/07;Male;Divorced;0;Quarry manager;47941.98;Diploma;7;SME;Phone;336;9;3588.51;0;;;222292.64;3;6
2003/12/13;Female;Single;3;Civil Service administrator;79054.62;Diploma;27;Retail;Email;762;28;31447.45;0;;;167769.91;2;7
1992/07/01;Female;Married;1;Designer, multimedia;80891.4;Diploma;12;SME;Email;621;1;44570.91;0;;;172325.79;2;9
1970/09/29;Female;Married;4;Music therapist;6286.55;Bachelor's;13;SME;Phone;710;1;39899.32;0;;;77323.5;4;9
1971/10/05;Female;Married;1;Secretary/administrator;70532.48;Master's;6;Retail;Email;342;23;5736.03;0;;;128991.35;2;0
2002/09/18;Female;Divorced;4;Multimedia programmer;65068.31;Master's;24;Retail;Phone;668;2;17961.48;0;;;205540.92;5;2
2003/04/06;Male;Divorced;1;Arts development officer;74089.38;Diploma;6;Corporate;Phone;641;2;24030.67;0;;;135285.11;4;9
1980/10/23;Male;Single;1;Designer, graphic;76785.72;High School;29;SME;Phone;805;25;11464.03;0;;;194947.98;1;7
1991/09/14;Male;Single;2;Broadcast engineer;35702.71;High School;14;SME;Phone;578;30;48598.05;0;;;79265.25;3;5
1963/12/23;Female;Single;5;Chief of Staff;91398.74;Diploma;2;Retail;Phone;745;21;44495.55;0;;;151656.63;1;7
1963/02/04;Male;Married;1;Field seismologist;68248.04;Diploma;2;Corporate;Phone;503;12;37164.03;0;;;153808.01;2;1
1949/03/14;Female;Divorced;0;Printmaker;24995.43;Master's;29;Corporate;Phone;823;26;46697.11;0;;;50722.06;2;4
1996/07/29;Male;Single;1;Animator;49164.63;Master's;30;SME;Phone;702;3;36304.95;0;;;88377.68;4;0
1990/04/19;Male;Married;3;Pilot, airline;86762.89;Bachelor's;3;Corporate;Email;775;4;14773.95;0;;;125288.38;5;5
1984/06/17;Male;Divorced;5;Chief Financial Officer;86454.69;Bachelor's;3;SME;Phone;742;22;48282.99;0;;;80982.39;2;5
1998/03/29;Female;Single;5;Ergonomist;70010.79;Bachelor's;16;Retail;Email;330;24;47197.61;0;;;81377.61;4;3
1976/03/16;Male;Married;1;Seismic interpreter;19014.74;Diploma;29;Retail;Phone;407;20;35471.68;0;;;74115.52;3;3
1997/10/09;Female;Divorced;1;Journalist, magazine;20587.2;Master's;6;Corporate;Email;706;17;1669.28;0;;;110812.8;1;10
1973/11/26;Male;Divorced;5;Youth worker;95347.61;Diploma;18;Retail;Phone;521;5;47068.87;0;;;218253.69;5;9
1989/10/01;Male;Married;0;Engineer, materials;36816.09;Master's;20;SME;Email;697;5;10562.93;0;;;100490.53;1;9
1959/09/21;Male;Single;2;Surveyor, mining;89925.43;Master's;22;SME;Phone;845;6;8333.69;0;;;76892.59;3;4
1961/08/31;Female;Married;4;Social researcher;33909.27;Bachelor's;7;SME;Email;347;21;39458.01;0;;;94446.57;2;6
1953/04/09;Female;Married;4;General practice doctor;99455.02;Master's;23;Retail;Email;565;4;6058.09;0;;;237185.49;5;10
1959/03/28;Female;Married;4;Further education lecturer;18984.96;Bachelor's;26;Retail;Phone;629;28;35785.12;0;;;69329.87;2;5
1987/08/03;Male;Single;4;Higher education careers adviser;32400.83;Bachelor's;9;SME;Email;362;2;31548.31;0;;;124874.97;5;6
2006/01/13;Male;Single;0;IT trainer;44055.96;High School;12;Retail;Phone;672;11;19850.26;0;;;203592.65;1;5
1964/12/20;Male;Divorced;3;Clinical cytogeneticist;60891.86;Diploma;1;SME;Phone;463;3;11126.16;0;;;76315.4;2;6
2002/08/21;Male;Single;2;Herpetologist;31285.53;High School;12;Retail;Phone;321;8;24833.76;0;;;194467.08;5;2
1959/01/07;Female;Married;0;Therapist, nutritional;51581.99;Master's;2;Retail;Email;417;1;8438.71;1;Better Offers Elsewhere;2024/06/19;1209.85;1;4
1990/12/02;Female;Divorced;5;Research scientist (life sciences);15561.73;Master's;5;Corporate;Email;439;7;24072.43;0;;;104152.86;4;8
1970/02/27;Male;Married;4;Logistics and distribution manager;59287.42;Master's;17;SME;Email;478;11;28152.91;0;;;4721.03;4;0
1990/03/22;Male;Divorced;0;Waste management officer;54378.2;High School;28;Retail;Email;753;27;14183.97;0;;;224619.61;4;0
1971/02/01;Female;Single;4;Producer, television/film/video;43341.82;High School;27;SME;Email;507;2;38920.04;0;;;162778.34;3;6
1987/03/12;Female;Single;4;Banker;85013.03;High School;1;Corporate;Email;629;15;43904.74;0;;;204347.11;2;9
1992/11/26;Female;Married;0;Sports coach;73007.42;Diploma;21;Corporate;Email;308;7;32291.85;0;;;160277.28;5;3
1970/12/02;Female;Divorced;1;Patent attorney;93163.56;Master's;14;SME;Phone;507;4;21245.39;0;;;71698.82;5;1
1950/12/26;Female;Single;5;Fashion designer;64926.05;Bachelor's;17;Retail;Phone;802;8;7340.12;0;;;206025.86;2;1
1977/11/06;Male;Single;2;Aeronautical engineer;28067.0;Master's;21;Retail;Email;328;25;32149.39;0;;;37215.03;5;4
1989/04/03;Male;Married;0;Colour technologist;73069.26;Diploma;12;SME;Phone;719;25;45636.63;0;;;73008.07;5;4
1970/01/11;Female;Single;4;IT consultant;72079.04;Master's;1;Retail;Email;542;25;29776.13;0;;;192035.25;3;1
1997/04/19;Male;Single;0;Secretary/administrator;35068.16;High School;26;Corporate;Phone;341;24;5511.74;0;;;121447.68;2;8
2001/03/25;Female;Single;3;Leisure centre manager;79292.11;Master's;17;Retail;Phone;529;26;35069.15;0;;;92713.14;3;8
1970/09/16;Female;Divorced;3;Surveyor, building;86099.72;High School;25;Corporate;Email;487;28;37954.64;0;;;174641.23;2;10
2006/07/18;Male;Single;0;Copywriter, advertising;97861.36;High School;29;SME;Email;764;16;46686.99;0;;;221167.06;4;3
1986/07/13;Female;Single;4;Building surveyor;61415.05;Bachelor's;12;Corporate;Phone;324;10;5762.23;1;Service Issues;2024/07/22;72724.84;4;10
2000/05/06;Male;Married;3;Technical author;71047.06;Bachelor's;15;Retail;Email;507;20;19609.13;1;Relocation;2024/03/11;58493.47;1;10
1996/09/26;Male;Single;5;Interior and spatial designer;91836.15;Bachelor's;20;SME;Phone;487;22;5896.15;0;;;141907.1;4;0
2005/04/16;Male;Married;2;Oncologist;98365.93;Master's;13;Corporate;Email;390;10;5806.65;0;;;151988.61;4;9
1998/09/24;Female;Single;2;Secondary school teacher;63694.19;Diploma;18;Retail;Email;630;11;49231.41;0;;;156996.4;3;9
1988/01/02;Male;Single;4;Freight forwarder;11226.1;Master's;14;Corporate;Phone;716;23;39918.68;0;;;88421.7;5;0
2005/05/02;Male;Single;3;Barrister's clerk;24571.0;Bachelor's;7;Corporate;Phone;515;15;14967.94;0;;;244111.51;2;5
1962/01/29;Male;Divorced;1;Engineer, land;7970.49;Master's;2;Corporate;Email;816;23;21069.66;0;;;83604.75;3;4
1999/08/30;Male;Married;4;Garment/textile technologist;23082.41;High School;25;Corporate;Phone;823;17;41392.9;0;;;151629.03;5;7
1965/01/12;Male;Married;5;Insurance risk surveyor;98282.63;Master's;23;Corporate;Email;414;20;23683.3;1;Better Offers Elsewhere;2024/07/17;55502.26;2;5
2001/05/25;Female;Divorced;1;Land;84597.96;High School;24;SME;Email;602;7;29893.47;0;;;195952.27;3;6
2001/06/27;Male;Married;2;Chief Operating Officer;65899.84;High School;3;Corporate;Phone;348;3;49901.02;0;;;119015.12;4;3
1954/05/20;Female;Divorced;4;Designer, television/film set;6470.09;Diploma;12;SME;Email;468;24;46041.25;0;;;206694.52;2;9
1961/09/16;Female;Married;2;Diplomatic Services operational officer;92495.97;Bachelor's;18;SME;Email;667;23;8503.25;0;;;106114.56;4;1
2003/08/05;Male;Divorced;1;Health physicist;86447.86;Bachelor's;6;Retail;Email;767;14;10382.85;0;;;93817.95;2;8
1964/10/06;Female;Single;2;Administrator, arts;60357.01;Bachelor's;29;Corporate;Email;812;28;45862.77;0;;;126468.13;4;10
1951/12/12;Male;Married;1;Psychotherapist;65024.54;Diploma;23;SME;Email;575;9;46349.03;0;;;222380.18;2;0
1980/05/06;Female;Married;1;Agricultural engineer;35816.94;High School;13;SME;Phone;385;29;46175.09;0;;;64408.48;3;5
1984/05/19;Female;Single;4;Ranger/warden;27713.68;Bachelor's;14;Corporate;Phone;590;11;21808.2;0;;;124645.14;2;7
1951/07/11;Female;Single;1;Illustrator;14679.66;High School;26;Retail;Phone;680;8;41840.75;0;;;46357.16;4;0
1995/12/12;Male;Single;5;Advertising copywriter;97923.2;High School;6;Retail;Email;441;22;5192.78;0;;;196914.6;5;8
1971/08/21;Female;Married;5;Embryologist, clinical;79474.24;Master's;9;Corporate;Phone;503;15;18700.6;0;;;116647.76;3;4
1949/03/24;Female;Divorced;1;Fish farm manager;42117.85;High School;30;SME;Email;816;17;30780.98;0;;;2183.59;4;5
1994/09/06;Male;Divorced;1;Programme researcher, broadcasting/film/video;14231.09;Bachelor's;12;SME;Email;623;13;15097.87;0;;;29439.24;3;0
1986/01/21;Male;Married;2;Energy manager;25753.76;Master's;27;SME;Phone;432;14;31831.72;0;;;183814.4;4;1
1991/12/06;Female;Married;2;Herbalist;34919.2;Bachelor's;22;Corporate;Phone;524;1;15051.11;0;;;142971.29;1;7
1989/10/04;Male;Divorced;0;Materials engineer;7725.42;Master's;11;Corporate;Phone;494;30;43119.72;0;;;230045.74;2;4
1965/07/24;Female;Married;2;Administrator, education;7843.07;High School;24;Corporate;Email;641;21;27405.09;0;;;236701.64;5;7
1999/06/19;Male;Single;1;Biochemist, clinical;36307.06;Master's;24;SME;Email;400;16;9738.7;0;;;231599.43;2;7
1988/10/13;Female;Divorced;5;Engineer, materials;54638.29;High School;11;Corporate;Email;841;5;1570.43;0;;;241022.9;3;3
1996/01/12;Female;Married;2;Geneticist, molecular;25888.9;Diploma;23;Corporate;Phone;457;15;35490.4;0;;;167423.29;3;6
1980/02/23;Female;Married;2;Plant breeder/geneticist;56931.16;High School;26;Retail;Phone;623;21;20231.51;0;;;211504.72;1;0
1951/05/24;Female;Married;4;Conservation officer, historic buildings;13761.13;High School;24;SME;Email;543;1;39842.82;0;;;209863.45;5;9
1961/09/29;Male;Single;5;Network engineer;49575.98;Bachelor's;1;Corporate;Email;462;16;5077.1;0;;;220827.49;1;6
